DEPTH,BS,BVW,CALIPER,DTCO,DTSM,GR,NPHI,PEF,RHOB,RT,PHIT,PHIE,KTIMUR,VCL,SW,VFeldes,VLIME,VPlagioclasa,VPirita,VSAND,VTOBA,Vp,Vs,Ip,Is,Poisson,K,MU,LAMBDA,Facies,PetroClasses,VSh_AAA,eF_AAA
3245.2,12.25,0.1947,11.8699,94.7963,182.5867,52.2197,0.3351,3.6652,2.1621,0.9512,0.2358,0.1973,14.3464,0.1439,0.926,0.1544,0.0881,0.2121,0,0.1978,0,3215.3153656841,1669.3439335943,6951.8333521456,3609.2885188242,0.3154874508,14.3188114055,6.0251438935,10.3020488098,3,3,0.166785277,3
3245.3,12.25,0.1936,11.8714,94.8226,183.5378,52.2846,0.3423,3.7535,2.1612,0.9267,0.2379,0.1967,13.885,0.1539,0.9124,0.1491,0.0919,0.2049,0,0.1988,0,3214.42356569,1660.6933285677,6947.0122101693,3589.0904217006,0.3179510262,14.3834684009,5.9603785189,10.4098827216,3,3,0.167340234,3
3245.4,12.25,0.1942,11.9099,94.7266,184.4834,52.5453,0.3546,3.7343,2.1579,0.8947,0.2417,0.1963,13.4479,0.1697,0.8923,0.1457,0.0908,0.1977,0,0.1981,0,3217.6812004231,1652.1811718561,6943.434262393,3565.2417507483,0.3209742202,14.4878575009,5.8904252937,10.5609073051,3,3,0.16958192,3
3245.5,12.25,0.1953,11.9217,94.5123,185.4211,53.2219,0.3639,3.6619,2.1538,0.8692,0.2449,0.1953,12.8196,0.1851,0.8738,0.1427,0.087,0.1946,0,0.1966,0,3224.9770664771,1643.8258644782,6945.9556057783,3540.4721469132,0.324496402,14.6406546167,5.8199196876,10.7607081583,3,3,0.175493913,3
3245.6,12.25,0.1957,11.8744,94.2055,186.311,53.4262,0.3661,3.6247,2.1519,0.8503,0.2457,0.1957,12.6454,0.1868,0.8683,0.1386,0.0862,0.187,0,0.2123,0,3235.4798817479,1635.9742580953,6962.4291575333,3520.4530059954,0.3282571972,14.8476388078,5.7593704946,11.008058478,3,3,0.177306098,3
3245.7,12.25,0.1965,11.8477,93.783,187.0348,53.3199,0.3604,3.6667,2.1524,0.8307,0.2443,0.1965,12.7903,0.1786,0.8773,0.1402,0.0885,0.1981,0,0.2044,0,3250.0559802949,1629.643253555,6995.4204919868,3507.6441389517,0.332066867,15.1138967288,5.7162086069,11.3030909908,3,3,0.176361614,3
3245.8,12.25,0.197,11.8477,93.2851,187.6044,53.2059,0.3564,3.7567,2.1528,0.8106,0.2432,0.197,13.0787,0.1728,0.8928,0.1405,0.0927,0.1988,0,0.2042,0,3267.4028328211,1624.6953696182,7034.0648184973,3497.6441917141,0.3357677309,15.4063148837,5.6826063228,11.6179106685,3,3,0.175352523,3
3245.9,12.25,0.1966,11.8447,92.7208,187.5234,53.7774,0.3589,3.8171,2.1527,0.8014,0.2438,0.1966,13.2249,0.1764,0.8996,0.1407,0.0951,0.1937,0,0.2036,0,3287.2882891433,1625.3971504356,7076.5455000388,3498.9924457428,0.3382041182,15.6796420156,5.6872523507,11.8881404485,3,3,0.180451058,3
3246,12.25,0.1986,11.8447,92.1577,187.0525,54.9285,0.3703,3.7804,2.1432,0.81,0.2484,0.1986,14.0892,0.1859,0.8785,0.1442,0.0938,0.1862,0,0.201,0,3307.3742074726,1629.4890471926,7088.3644014553,3492.3209259433,0.3397272958,15.8562753304,5.6906986981,12.0624761983,3,3,0.19102786,3
3246.1,12.25,0.2031,11.8536,91.6707,186.2038,57.0469,0.3864,3.6537,2.1251,0.831,0.2555,0.2031,15.771,0.1958,0.8275,0.1493,0.0894,0.181,0,0.1974,0,3324.944611528,1636.9161101975,7065.8397939582,3478.6104257808,0.3400447476,15.9012680194,5.6941934471,12.1051390547,4,3,0.211614882,4
3246.2,12.25,0.2023,11.9247,91.2647,184.6238,58.7788,0.3941,3.5115,2.1057,0.8572,0.2609,0.2095,18.385,0.192,0.7908,0.1591,0.0848,0.1797,0,0.196,0,3339.7359548654,1650.924745347,7032.48200016,3476.3522362772,0.3383091623,15.8343717473,5.7391959304,12.0082411271,4,4,0.229589801,4
3246.3,12.25,0.2022,11.9484,90.9268,182.8416,60.1362,0.3878,3.4192,2.0891,0.8843,0.2628,0.2175,22.2094,0.1693,0.7765,0.1707,0.0828,0.174,0,0.2088,0,3352.1470017641,1667.0166964192,7002.9703013853,3482.5645804894,0.3357198638,15.7343281632,5.805493302,11.8639992952,4,4,0.244441181,4
3246.4,12.25,0.2031,11.9765,90.5253,180.8362,59.6654,0.3691,3.4138,2.0848,0.9082,0.2594,0.2225,25.3856,0.1378,0.8079,0.1829,0.0835,0.1884,0,0.2004,0,3367.0145252211,1685.5032344188,7019.551882181,3513.9371431163,0.3328056688,15.7379299208,5.9227524203,11.7894283073,4,4,0.23921187,4
3246.5,12.25,0.2041,11.9558,90.0379,178.6734,58.8163,0.351,3.4966,2.0937,0.9258,0.2532,0.2243,27.3471,0.1081,0.848,0.1873,0.0878,0.1929,0,0.1928,0,3385.241104024,1705.905859518,7087.679299495,3571.6550980728,0.329812723,15.8696268168,6.09290736,11.8076885768,4,4,0.229990899,4
3246.6,12.25,0.2024,11.975,89.3816,176.5928,57.5582,0.3394,3.6393,2.1111,0.9371,0.2469,0.2185,25.3561,0.1059,0.91,0.1952,0.0918,0.1998,0,0.1891,0,3410.0978277408,1726.0046842227,7199.0575241437,3643.7684888625,0.3277916707,16.1639417849,6.28916148,11.9711674649,4,3,0.216811234,4
3246.7,12.25,0.1999,11.9839,88.6107,174.6448,57.0672,0.3333,3.7768,2.1329,0.9488,0.241,0.21,22.0595,0.1156,1,0.19,0.0949,0.1939,0,0.1884,0,3439.7651750861,1745.2566580854,7336.6751419411,3722.4579260304,0.3266618066,16.5742470144,6.4966444798,12.2431506945,4,1,0.211819464,4
3246.8,12.25,0.1973,11.9632,87.6846,172.9897,56.8592,0.3293,3.8566,2.1526,0.9699,0.2361,0.2023,19.1506,0.1262,1,0.1902,0.0958,0.1873,0,0.1864,0,3476.0950041398,1761.9546134828,7482.6421059114,3792.783500983,0.3271205221,17.1000916588,6.6827123875,12.6449500671,4,1,0.209729967,4
3246.9,12.25,0.1937,11.9646,86.689,171.3972,56.9803,0.327,3.8526,2.1698,1.0024,0.2322,0.1955,16.5374,0.1372,1,0.1845,0.0939,0.1898,0,0.1881,0,3516.0170263817,1778.3254335543,7629.0537438429,3858.6105257262,0.3281269618,17.6747292104,6.8618652361,13.1001523864,4,1,0.210944688,4
3247,12.25,0.1898,11.975,85.7105,169.8496,57.0689,0.3241,3.7673,2.1821,1.0397,0.2291,0.1909,14.5302,0.143,1,0.179,0.0899,0.2007,0,0.1925,0,3556.1570636037,1794.5288066619,7759.8903284895,3915.8413090169,0.3291766833,18.2259354293,7.0270900313,13.5412087418,4,1,0.211836603,4
3247.1,12.25,0.1854,11.9839,84.7864,168.1048,56.8014,0.324,3.6418,2.191,1.0718,0.2274,0.1872,12.8579,0.1503,0.9549,0.1718,0.0842,0.182,0,0.2262,0,3594.9161658002,1813.1546511462,7876.4613192682,3972.6218406613,0.329412283,18.7112477691,7.2029777676,13.9092625907,4,1,0.209151961,4
3247.2,12.25,0.1817,11.9691,83.9828,166.2171,55.9186,0.3244,3.5399,2.1989,1.0934,0.2261,0.1839,11.5835,0.1576,0.8915,0.1576,0.0805,0.1488,0,0.2855,0,3629.3145739366,1833.7463473975,7980.4998166291,4032.2248432923,0.3286000967,19.1049741874,7.3940775783,14.1755891352,3,1,0.20046439,4
3247.3,12.25,0.1789,11.9928,83.2881,164.1014,55.067,0.3261,3.5165,2.2051,1.1118,0.2254,0.1812,10.8549,0.1653,0.8461,0.1458,0.0801,0.1493,0,0.3025,0,3659.5864235107,1857.3881758474,8069.7540224834,4095.726666561,0.3265110535,19.3888232191,7.607354282,14.3172536978,3,1,0.192328746,4
3247.4,12.25,0.1765,11.9854,82.7918,161.9166,54.3364,0.3277,3.5909,2.2116,1.1465,0.2247,0.1783,10.4075,0.1733,0.8215,0.1384,0.0833,0.147,0,0.3101,0,3681.5240156634,1882.4505949359,8142.0585130412,4163.2277357603,0.3229959713,19.525756582,7.837070528,14.3010428966,3,1,0.185535404,3
3247.5,12.25,0.1729,11.9484,82.5227,159.7959,53.855,0.3278,3.7495,2.2196,1.2133,0.2233,0.1751,9.9755,0.1801,0.8195,0.1344,0.0892,0.143,0,0.3065,0,3693.5291743969,1907.4331694368,8198.1573554913,4233.7386628818,0.3181550631,19.5127019604,8.0755735563,14.1289862562,3,1,0.181151068,3
3247.6,12.25,0.1669,11.9587,82.3932,157.8995,53.7313,0.329,3.9343,2.2289,1.2997,0.222,0.1712,9.073,0.1896,0.8468,0.1343,0.0951,0.2019,0,0.2223,0,3699.3344110922,1930.3417680233,8245.4464688834,4302.5387667472,0.3129193033,19.4288368038,8.30537029,13.8919232772,3,1,0.180036081,3
3247.7,12.25,0.1608,11.9765,82.4842,156.4766,53.7769,0.327,4.0708,2.2367,1.3588,0.2201,0.1685,8.0278,0.193,0.8922,0.1409,0.0983,0.1911,0,0.2079,0,3695.2531515127,1947.8950846325,8265.1727239884,4356.8569357974,0.3076032375,19.2263052765,8.4867002097,13.5685051367,3,1,0.180446554,3
3247.8,12.25,0.1573,11.9795,82.8293,155.4083,54.0285,0.3226,4.1581,2.2427,1.3553,0.2179,0.1667,7.0456,0.1914,1,0.1482,0.1002,0.1803,0,0.2009,0,3679.8572485823,1961.2852080616,8252.8158513956,4398.5743361198,0.3016114053,18.866705856,8.626858782,13.115466668,3,1,0.182722902,3
3247.9,12.25,0.1583,11.8388,84.0228,155.0197,54.2504,0.3168,4.2489,2.2449,1.3107,0.2158,0.1665,6.5669,0.1844,1,0.1537,0.1034,0.1733,0,0.1987,0,3627.5867978692,1966.2017150078,8143.5696025365,4413.9262300211,0.2920064842,17.9699464798,8.6786693234,12.1841669309,3,1,0.184746857,3
3248,12.25,0.1621,11.7456,84.9484,155.3392,54.3291,0.3104,4.3739,2.2448,1.2723,0.2139,0.1672,6.5765,0.1748,1,0.1564,0.1093,0.1692,0,0.2021,0,3588.0605167372,1962.1576524149,8054.4782479717,4404.6514981409,0.2866792262,17.3764611934,8.6426206433,11.6147140979,3,1,0.185468379,3
3248.1,12.25,0.1652,11.6168,86.0107,156.125,53.9358,0.3062,4.5367,2.2448,1.2555,0.2127,0.1676,6.8358,0.1685,1,0.1542,0.1171,0.1639,0,0.2084,0,3543.7451386862,1952.2818254604,7954.9990873229,4382.4822417934,0.2821239262,16.7827021025,8.5558404311,11.0788084818,3,1,0.18188192,3
3248.2,12.25,0.1672,11.7382,87.2248,157.6673,53.5024,0.3007,4.6633,2.2459,1.2421,0.2109,0.1678,7.1522,0.1611,1,0.1519,0.1233,0.1637,0,0.2152,0,3494.4190184443,1933.1846235713,7848.1156735241,4341.7393460787,0.2794838341,16.233426344,8.3933837434,10.6378371817,3,1,0.177985256,3
3248.3,12.25,0.1674,11.8447,88.6002,159.4572,53.1609,0.2998,4.7038,2.2472,1.2181,0.2104,0.1674,7.2492,0.1608,1,0.1505,0.1254,0.1645,0,0.2188,0,3440.1728212803,1911.4847118851,7730.7563639811,4295.4884445481,0.2766919081,15.6474572755,8.2107604918,10.1736169476,3,1,0.17495528,3
3248.4,12.25,0.1665,11.8966,90.0664,161.3601,53.3471,0.3012,4.688,2.249,1.1897,0.2105,0.1665,7.0032,0.1644,1,0.1495,0.1244,0.1653,0,0.219,0,3384.1699013173,1888.9428055635,7610.9981080625,4248.2323697122,0.2737266491,15.0573534214,8.0246679711,9.707574774,3,1,0.176602962,3
3248.5,12.25,0.1661,11.7337,91.4748,163.1113,53.9563,0.3065,4.6676,2.2487,1.1713,0.2121,0.1661,6.5673,0.1722,1,0.1447,0.1241,0.1668,0,0.2225,0,3332.0652245209,1868.6626861536,7492.81507038,4202.0617823535,0.2705944638,14.496900453,7.8522360576,9.2620764146,3,1,0.182067668,3
3248.6,12.25,0.1665,11.7678,92.5909,164.7033,54.6952,0.3108,4.7001,2.2467,1.1693,0.2137,0.1665,6.1246,0.1768,0.9857,0.1471,0.1255,0.1611,0,0.2231,0,3291.9001759352,1850.6004433427,7395.9121252737,4157.744016058,0.268970909,14.0875072005,7.6943229194,8.9579585875,3,1,0.18885043,3
3248.7,12.25,0.1659,11.8477,93.4705,166.2082,54.7249,0.3188,4.7434,2.246,1.1781,0.2162,0.1659,5.4959,0.1882,0.9761,0.1448,0.1268,0.1517,0,0.222,0,3260.9218951434,1833.8445395594,7324.0305764921,4118.8148358505,0.2687279003,13.812070206,7.5532660962,8.7765594752,3,1,0.189126661,3
3248.8,12.25,0.1658,11.8477,93.9655,167.9468,54.7218,0.3293,4.7442,2.2429,1.1869,0.2196,0.1658,5.0436,0.2013,0.9525,0.1407,0.1264,0.144,0,0.2201,0,3243.7437144484,1814.8604200854,7275.3927771363,4070.5504362096,0.2721605049,13.7495350915,7.3874808746,8.8245478417,3,1,0.189097816,3
3248.9,12.25,0.165,11.8433,94.1439,169.7775,54.7016,0.3397,4.6488,2.2415,1.19,0.2227,0.165,4.6357,0.2158,0.9265,0.1365,0.1218,0.1427,0,0.2164,0,3237.5969128111,1795.2908954367,7257.0734800662,4024.1445421213,0.2779938546,13.8627986173,7.2245100584,9.0464585783,3,1,0.188909931,3
3249,12.25,0.1638,11.8477,94.0386,171.6738,54.7386,0.3454,4.465,2.2426,1.19,0.2241,0.1638,4.2915,0.2255,0.8853,0.1302,0.114,0.1549,0,0.2157,0,3241.2222215133,1775.4602041779,7268.7649539657,3981.6470538894,0.2856557607,14.1340079701,7.0692558913,9.4211707092,3,1,0.189254175,3
3249.1,12.25,0.1628,11.8492,93.7696,173.2608,54.8927,0.3485,4.2551,2.2441,1.19,0.2247,0.1628,4.0333,0.2313,0.8526,0.1273,0.1053,0.1694,0,0.2157,0,3250.5204245299,1759.1976950355,7294.4928846876,3947.8155474291,0.2928836558,14.450914093,6.9449880115,9.8209220853,3,1,0.190692603,3
3249.2,12.25,0.1591,11.8477,93.5838,174.5414,55.1112,0.3502,4.0422,2.253,1.1909,0.2236,0.1591,3.5607,0.2412,0.8314,0.1217,0.0956,0.1846,0,0.2157,0,3256.9739634424,1746.2905648746,7337.9623396357,3934.3926426624,0.2982673945,14.7387619511,6.8705927504,10.1583667841,3,1,0.1927452,4
3249.3,12.25,0.1554,11.8477,93.4881,175.5204,54.252,0.3511,3.879,2.2624,1.1968,0.2224,0.1554,3.1752,0.2503,0.8238,0.1146,0.0874,0.1378,0,0.2763,0,3260.3079964188,1736.5502813348,7376.1208110979,3928.7713564919,0.3019696385,14.9517469904,6.8225090044,10.4034076541,3,1,0.184761507,3
3249.4,12.25,0.1528,11.8477,93.6173,176.162,53.0153,0.3518,3.7642,2.2692,1.2099,0.2215,0.1528,2.9389,0.257,0.8181,0.1067,0.082,0.1078,0,0.3191,0,3255.8084883884,1730.2255878112,7388.0806218509,3926.2279038612,0.3032184348,14.9964956244,6.7932599828,10.4676556358,3,1,0.173674156,3
3249.5,12.25,0.1507,11.8507,93.8461,176.8206,51.407,0.3543,3.6943,2.2737,1.2249,0.2214,0.1507,2.7673,0.2647,0.8088,0.0973,0.0781,0.1089,0,0.3198,0,3247.8707159914,1723.7810526602,7384.6836469496,3919.3609794334,0.3039246537,14.9763375039,6.7561201949,10.472257374,3,1,0.15993919,3
3249.6,12.25,0.151,11.8492,94.1922,177.5078,50.6136,0.3618,3.6639,2.27,1.2334,0.224,0.151,2.8113,0.273,0.7843,0.091,0.0765,0.1059,0,0.3183,0,3235.9367336149,1717.1076425937,7345.5763853058,3897.8343486878,0.3040325593,14.8458189219,6.6930011497,10.3838181554,2,1,0.15343673,3
3249.7,12.25,0.152,11.8492,94.6,178.4699,50.17,0.37,3.6594,2.2642,1.224,0.227,0.152,2.9347,0.2805,0.7643,0.0875,0.0768,0.1041,0,0.3173,0,3221.9873150106,1707.8510157735,7295.2236786469,3866.9162699144,0.3046235021,14.6996289801,6.6041168795,10.2968843938,2,1,0.149877282,3
3249.8,12.25,0.1529,11.8462,94.9822,179.5942,50.124,0.3744,3.6787,2.2601,1.1844,0.2287,0.1529,3.0716,0.2837,0.765,0.0879,0.0771,0.102,0,0.3078,0,3209.0223220772,1697.1594851059,7252.7113501267,3835.7501522878,0.3058402133,14.5942729469,6.5098797535,10.2543531112,2,1,0.149511258,3
3249.9,12.25,0.1539,11.8418,95.3133,180.9246,51.4173,0.3747,3.7265,2.2573,1.1162,0.2293,0.1539,3.2496,0.2817,0.8022,0.0972,0.0785,0.0856,0,0.3085,0,3197.8747981656,1684.6796952985,7218.5627818993,3802.8274761973,0.307928618,14.541998354,6.4065462339,10.2709675315,3,1,0.160024771,3
3250,12.25,0.1542,11.8225,95.5745,182.3297,52.9,0.3775,3.8029,2.2554,1.0417,0.2303,0.1542,3.3855,0.2843,0.8534,0.1031,0.0815,0.1508,0,0.2282,0,3189.1351772701,1671.6969314379,7192.775478815,3770.3452591651,0.310563593,14.5349005014,6.3028746002,10.3329841013,3,1,0.172664156,3
3250.1,12.25,0.1546,11.7826,95.8214,183.6363,54.5155,0.3853,3.8833,2.2512,0.9894,0.2328,0.1546,3.5409,0.2924,0.9244,0.1109,0.0839,0.1552,0,0.199,0,3180.917832551,1659.8025553771,7160.8822246388,3736.547512665,0.3129271613,14.5089364854,6.2019311098,10.3743157455,3,1,0.187185061,3
3250.2,12.25,0.1582,11.7974,96.0627,184.7504,56.6732,0.3925,3.9364,2.2388,0.9711,0.2364,0.1582,4.003,0.2927,1,0.1271,0.0861,0.1306,0,0.1978,0,3172.927681608,1649.7934510561,7103.5504935839,3693.5575782245,0.314732677,14.4142425273,6.0936071037,10.3518377915,4,3,0.207874019,4
3250.3,12.25,0.1658,11.7944,96.3113,185.5101,58.5726,0.397,3.9239,2.217,0.9757,0.241,0.1658,4.9484,0.2814,1,0.1383,0.0876,0.1379,0,0.1841,0,3164.7376787563,1643.0372254664,7016.2234338027,3642.6135288591,0.315502063,14.224573829,5.9849496259,10.2346074117,4,3,0.227393463,4
3250.4,12.25,0.1758,11.7767,96.5482,186.0993,59.8856,0.3965,3.8671,2.1915,0.9818,0.2453,0.1758,6.3608,0.2596,1,0.1529,0.0879,0.1394,0,0.1812,0,3156.9723723487,1637.8352847109,6918.5049540023,3589.316026444,0.3158624783,14.003251083,5.8787084361,10.0841121256,4,3,0.241647217,4
3250.5,12.25,0.1799,11.7767,96.7522,186.4655,60.3411,0.3958,3.8334,2.1665,0.9785,0.2496,0.1861,8.1272,0.2375,0.9602,0.1627,0.0898,0.1433,0,0.1819,0,3150.3159618076,1634.6187364419,6825.1595312561,3541.4014925013,0.3157894587,13.782954036,5.7888412329,9.9237265474,4,3,0.246743489,4
3250.6,12.25,0.1828,11.8063,96.8667,186.5936,60.4681,0.3928,3.9034,2.1485,0.9718,0.2523,0.1941,9.8974,0.2176,0.9372,0.1695,0.0954,0.1419,0,0.1838,0,3146.5921725423,1633.4965400743,6760.4532827071,3509.5673163496,0.3155391915,13.6285679577,5.7328660684,9.8066572454,4,3,0.248178613,4
3250.7,12.25,0.1846,11.8403,96.9084,186.6152,60.242,0.392,4.1527,2.1395,0.9663,0.2538,0.198,11.1624,0.2087,0.958,0.1747,0.1074,0.1245,0,0.1858,0,3145.2381836869,1633.3074690593,6729.2370939981,3494.4613300524,0.3153802021,13.5550137342,5.7075297907,9.7499938737,4,3,0.245627962,4
3250.8,12.25,0.1851,11.8077,96.8071,186.5184,59.3451,0.3931,4.5546,2.138,0.9535,0.2543,0.1985,11.8482,0.209,0.9988,0.1752,0.1251,0.0944,0,0.1898,0,3148.5293950547,1634.155128931,6731.555846627,3493.8236656544,0.3156464049,13.5819016405,5.7094498628,9.7756017319,4,3,0.235702023,4
3250.9,12.25,0.1863,11.7012,96.5673,186.5259,58.0994,0.3928,5.0015,2.1387,0.9266,0.2541,0.1982,12.3991,0.2092,1,0.1698,0.1445,0.0632,0,0.1958,0,3156.3479562958,1634.0894213619,6750.4813741298,3494.8270454666,0.3169127691,13.6923882166,5.7108599045,9.8851482803,4,3,0.222411342,4
3251,12.25,0.189,11.6597,96.206,186.5993,56.3842,0.3915,5.3694,2.1406,0.8898,0.2535,0.1976,12.7856,0.209,1,0.1616,0.1606,0.0494,0,0.1952,0,3168.2015674698,1633.4466420828,6781.8522753259,3496.5558820424,0.3189700069,13.8710250565,5.7114374644,10.0634000803,4,3,0.205013634,4
3251.1,12.25,0.1926,11.6301,95.5645,186.7786,55.4522,0.3895,5.5587,2.1394,0.8589,0.2534,0.1967,12.9349,0.2119,0.9673,0.1486,0.1681,0.0488,0,0.203,0,3189.4688927374,1631.8785985118,6823.5497491223,3491.2410736562,0.3226937552,14.1671242091,5.6972815903,10.3689364822,3,3,0.19597937,4
3251.2,12.25,0.1953,11.6138,94.6124,186.5954,55.1885,0.3975,5.5483,2.1312,0.8492,0.2567,0.1986,13.7242,0.2171,0.8814,0.1419,0.1693,0.0498,0,0.2091,0,3221.5650379866,1633.4807824845,6865.799408957,3481.2742436309,0.3269661025,14.536493233,5.6865945755,10.7454301827,3,3,0.19347504,4
3251.3,12.25,0.1956,11.6227,93.4598,186.0829,56.3526,0.408,5.3994,2.12,0.862,0.261,0.2011,14.5672,0.224,0.8427,0.1442,0.1641,0.052,0,0.2084,0,3261.2952306767,1637.9796316588,6913.9458890347,3472.5168191167,0.3313244126,14.964536326,5.6879118203,11.1725951125,3,4,0.204702583,4
3251.4,12.25,0.1947,11.676,92.0334,184.7395,57.7247,0.4136,5.2062,2.1046,0.8872,0.2651,0.2063,16.193,0.2202,0.8223,0.1569,0.1568,0.0515,0,0.202,0,3311.8411359354,1649.8907921695,6970.1008546897,3472.3601612,0.3349448568,15.4451799894,5.7290150571,11.6258366181,4,4,0.218523081,4
3251.5,12.25,0.1937,11.7278,90.6376,182.9705,58.9692,0.41,5.0417,2.0943,0.918,0.2664,0.2111,17.8283,0.2066,0.8362,0.1705,0.15,0.0581,0,0.1936,0,3362.8427937192,1665.842307913,7042.8016628861,3488.7735454623,0.3374071766,15.9348393866,5.8117465748,12.0603416701,4,4,0.231631644,4
3251.6,12.25,0.1934,11.7515,89.3145,180.9701,59.1214,0.3994,4.9758,2.0966,0.9599,0.2637,0.2149,19.187,0.1826,0.8883,0.1687,0.1496,0.0634,0,0.1966,0,3412.6597584939,1684.2561284986,7154.9824496582,3531.2113990101,0.3389971215,16.4875680923,5.9474644398,12.5225917991,4,4,0.233273418,4
3251.7,12.25,0.1889,11.8344,88.5012,178.9969,58.5919,0.393,5.033,2.1101,1.0251,0.2597,0.2105,17.3233,0.1843,0.8999,0.1664,0.1512,0.0668,0,0.2016,0,3444.021098019,1702.8227863164,7267.2289189299,3593.1263614063,0.3382219197,16.8705464645,6.1184574423,12.7915748363,4,3,0.227598381,4
3251.8,12.25,0.1815,11.8522,88.0686,177.3732,57.7214,0.3839,5.1763,2.1375,1.1147,0.2524,0.2006,13.7867,0.1938,0.8854,0.1639,0.1557,0.0771,0,0.2147,0,3460.9384048344,1718.4106730893,7397.7558403336,3673.1028137284,0.3364053691,17.1873118594,6.3118990785,12.9793791405,4,3,0.218489058,4
3251.9,12.25,0.1727,11.8492,87.9539,176.054,57.1163,0.3708,5.3008,2.1719,1.2072,0.2428,0.1885,10.4261,0.2033,0.8244,0.1486,0.1587,0.0875,0,0.2296,0,3465.4517878116,1731.2869914913,7526.614737948,3760.1822168198,0.3337020547,17.4031810896,6.5099545576,13.0632113846,4,1,0.212314878,4
3252,12.25,0.1665,11.8847,88.4924,175.6055,57.3315,0.3477,5.3007,2.206,1.2748,0.2309,0.1783,8.4646,0.197,0.8254,0.1477,0.1562,0.1068,0,0.2391,0,3444.3635837654,1735.7087334964,7598.2660657864,3828.973466093,0.3298101972,17.3098806895,6.6459826854,12.8792255659,4,1,0.214496063,4
3252.1,12.25,0.1628,11.9054,89.3467,175.6775,58.1103,0.3262,5.1221,2.2338,1.2975,0.2202,0.17,7.5003,0.1879,0.8331,0.1501,0.1465,0.133,0,0.2419,0,3411.4298569505,1734.997367335,7620.4520144561,3875.637119153,0.3255480855,17.0310105943,6.7242201985,12.5481971286,4,1,0.222525199,4
3252.2,12.25,0.1612,11.8477,90.4879,176.1973,58.9806,0.3187,4.7964,2.248,1.2562,0.2157,0.1652,7.2815,0.1888,0.8399,0.1508,0.1314,0.1574,0,0.2374,0,3368.4061625919,1729.8789482018,7572.1770535066,3888.7678755577,0.3208884247,16.5367042748,6.7270976824,12.0519724865,4,1,0.231754319,4
3252.3,12.25,0.163,11.8477,91.8817,177.473,59.25,0.3257,4.4566,2.2449,1.1624,0.2182,0.1656,7.6737,0.1971,0.8417,0.1532,0.1158,0.1683,0,0.2249,0,3317.3091050775,1717.4443436466,7447.0272099885,3855.4908070523,0.3169061034,15.8753033314,6.6215908786,11.4609094123,4,1,0.234667297,4
3252.4,12.25,0.1684,11.8477,93.2294,178.9783,59.0209,0.3434,4.1888,2.2249,1.0608,0.2265,0.1711,8.6687,0.2072,0.8397,0.1509,0.1047,0.1712,0,0.2132,0,3269.354945972,1702.9997491316,7273.9878192931,3789.0041418429,0.3138140868,15.1776839166,6.452673103,10.8759018479,4,1,0.232188371,4
3252.5,12.25,0.1776,11.8462,94.5266,180.713,58.6839,0.3556,4.0037,2.1919,0.98,0.2355,0.1825,10.772,0.1984,0.8445,0.1551,0.0992,0.1737,0,0.2053,0,3224.4891914022,1686.6523161034,7067.7578586345,3696.9732116671,0.3116661346,14.4758975826,6.23550843,10.3188919626,4,1,0.228577051,4
3252.6,12.25,0.1874,11.8403,95.3639,182.4478,58.6412,0.3638,3.8717,2.1542,0.9281,0.2446,0.1967,13.9159,0.1792,0.8447,0.1648,0.0968,0.1751,0,0.199,0,3196.1780086595,1670.6148279124,6885.2066662542,3598.8384622889,0.3120468498,13.9899822673,6.0122728984,9.981800335,4,3,0.228122437,4
3252.7,12.25,0.1955,11.8388,95.8075,184.0265,58.8931,0.3686,3.7699,2.1202,0.8986,0.2522,0.2101,17.7474,0.1574,0.8407,0.1773,0.0956,0.1759,0,0.193,0,3181.3793283407,1656.2831983437,6745.1604519479,3511.6516371284,0.314088434,13.7038612215,5.816289605,9.8263348181,4,3,0.230813955,4
3252.8,12.25,0.1994,11.8359,95.7556,185.4159,59.5772,0.376,3.7492,2.0906,0.877,0.2598,0.2191,20.8687,0.1525,0.8237,0.1811,0.0964,0.1714,0,0.189,0,3183.1036513791,1643.8719656729,6654.5964935732,3436.6787314357,0.3181443148,13.6496573016,5.6494598216,9.8833507539,4,4,0.238241536,4
3252.9,12.25,0.2026,11.8225,95.4602,186.4563,59.7904,0.382,3.8969,2.0719,0.8535,0.2648,0.2257,23.667,0.1463,0.8147,0.1866,0.1043,0.1572,0,0.1868,0,3192.9537126467,1634.6993906883,6615.4807972328,3386.9336675672,0.3223883659,13.7407661022,5.5366184027,10.0496871671,4,4,0.240592082,4
3253,12.25,0.2048,11.6745,95.4602,187.3376,59.4193,0.3901,4.2741,2.0623,0.8248,0.2685,0.2282,24.5794,0.1509,0.8139,0.1854,0.121,0.1275,0,0.1863,0,3192.9537126467,1627.0092069078,6584.8284415914,3355.3810874058,0.3246402326,13.7460711905,5.4592359219,10.1065805759,4,4,0.236511688,4
3253.1,12.25,0.2079,11.6257,95.173,188.0242,58.352,0.3944,4.8172,2.0594,0.7895,0.27,0.2286,24.2415,0.1549,0.8306,0.1808,0.145,0.0933,0,0.1936,0,3202.5889695607,1621.0679263627,6595.4117239133,3338.4272875513,0.3277651439,13.9066363029,5.4118174003,10.298758036,4,4,0.225060827,4
